time_period_start,time_period_end,time_open,time_close,price_open,price_high,price_low,price_close,volume_traded,trades_count
2016-10-19T16:00:00.0000000Z,2016-10-19T20:00:00.0000000Z,2016-10-19T16:03:15.7100000Z,2016-10-19T19:01:41.8050000Z,11.9707,12.03776,11.89001,12.0189,2996.12695445,84
2016-10-19T20:00:00.0000000Z,2016-10-20T00:00:00.0000000Z,2016-10-19T20:06:41.8380000Z,2016-10-19T23:51:42.9140000Z,11.91114,12.05,11.91114,12.03679,1818.68176004,43
2016-10-20T00:00:00.0000000Z,2016-10-20T04:00:00.0000000Z,2016-10-20T00:17:36.7820000Z,2016-10-20T03:08:17.3660000Z,12.05,12.2335,12.05,12.2335,567.93700086,25
2016-10-20T04:00:00.0000000Z,2016-10-20T08:00:00.0000000Z,2016-10-20T05:39:11.8380000Z,2016-10-20T07:46:04.7990000Z,12.06,12.0788,12.01349,12.07,546.0573,15
2016-10-20T08:00:00.0000000Z,2016-10-20T12:00:00.0000000Z,2016-10-20T08:04:45.5760000Z,2016-10-20T11:56:23.5230000Z,12.07,12.29709,12.01007,12.2213,2170.26014626,63
2016-10-20T12:00:00.0000000Z,2016-10-20T16:00:00.0000000Z,2016-10-20T12:00:07.8580000Z,2016-10-20T15:56:43.3450000Z,12.22479,12.22479,12.07,12.07,1024.36864706,39
2016-10-20T16:00:00.0000000Z,2016-10-20T20:00:00.0000000Z,2016-10-20T16:00:42.5630000Z,2016-10-20T19:57:34.9450000Z,12.07,12.23993,12.04009,12.0795,2579.12945407,73
2016-10-20T20:00:00.0000000Z,2016-10-21T00:00:00.0000000Z,2016-10-20T20:26:28.5790000Z,2016-10-20T23:44:12.1560000Z,12.0795,12.15045,12.02,12.04775,1883.04284809,53
2016-10-21T00:00:00.0000000Z,2016-10-21T04:00:00.0000000Z,2016-10-21T00:07:48.4170000Z,2016-10-21T03:47:52.4240000Z,12.14835,12.1562,12.14835,12.1562,1125.0854,35
2016-10-21T04:00:00.0000000Z,2016-10-21T08:00:00.0000000Z,2016-10-21T04:48:00.7030000Z,2016-10-21T07:56:03.6040000Z,12.11322,12.1372,12.07,12.07,352.65659671,12
2016-10-21T08:00:00.0000000Z,2016-10-21T12:00:00.0000000Z,2016-10-21T08:00:11.8580000Z,2016-10-21T11:28:31.7590000Z,12.07,12.13519,12.05787,12.1,305.21523021,17
2016-10-21T12:00:00.0000000Z,2016-10-21T16:00:00.0000000Z,2016-10-21T12:02:22.4110000Z,2016-10-21T15:51:02.6420000Z,12.07812,12.11987,12.07,12.104,1653.46368945,30
2016-10-21T16:00:00.0000000Z,2016-10-21T20:00:00.0000000Z,2016-10-21T16:28:13.4910000Z,2016-10-21T19:10:15.7040000Z,12.1029,12.10649,12.05,12.0899,661.24080846,19
2016-10-21T20:00:00.0000000Z,2016-10-22T00:00:00.0000000Z,2016-10-21T20:01:51.6160000Z,2016-10-21T23:38:14.4270000Z,12.05018,12.1781,12.05018,12.16,843.58835106,32
2016-10-22T00:00:00.0000000Z,2016-10-22T04:00:00.0000000Z,2016-10-22T00:26:00.7900000Z,2016-10-22T03:50:12.9480000Z,12.16359,12.16359,12.02,12.06441,991.63843,27
2016-10-22T04:00:00.0000000Z,2016-10-22T08:00:00.0000000Z,2016-10-22T04:11:36.7620000Z,2016-10-22T04:11:36.8320000Z,12.16373,12.16609,12.16373,12.16609,126.0,3
2016-10-22T08:00:00.0000000Z,2016-10-22T12:00:00.0000000Z,2016-10-22T08:31:01.6400000Z,2016-10-22T11:19:34.6920000Z,12.11321,12.14944,12.07524,12.13299,132.289,7
2016-10-22T12:00:00.0000000Z,2016-10-22T16:00:00.0000000Z,2016-10-22T12:41:15.0100000Z,2016-10-22T15:54:50.9800000Z,12.07112,12.2713,12.06201,12.2713,3952.90669621,216
2016-10-22T16:00:00.0000000Z,2016-10-22T20:00:00.0000000Z,2016-10-22T16:08:34.5420000Z,2016-10-22T19:52:58.8100000Z,12.22624,12.27117,12.11563,12.15888,932.43131023,54
2016-10-22T20:00:00.0000000Z,2016-10-23T00:00:00.0000000Z,2016-10-22T20:06:19.7420000Z,2016-10-22T23:56:03.0240000Z,12.166,12.28995,12.14308,12.211,598.91156119,45
2016-10-23T00:00:00.0000000Z,2016-10-23T04:00:00.0000000Z,2016-10-23T00:04:46.5380000Z,2016-10-23T03:50:43.7400000Z,12.2,12.27665,12.11731,12.15001,688.55309495,47
2016-10-23T04:00:00.0000000Z,2016-10-23T08:00:00.0000000Z,2016-10-23T04:38:07.8580000Z,2016-10-23T07:31:36.7230000Z,12.15,12.16853,12.0824,12.11161,272.92332237,40
2016-10-23T08:00:00.0000000Z,2016-10-23T12:00:00.0000000Z,2016-10-23T08:22:10.3150000Z,2016-10-23T11:56:44.8390000Z,12.11161,12.1503,12.06228,12.1503,2535.99612603,32
2016-10-23T12:00:00.0000000Z,2016-10-23T16:00:00.0000000Z,2016-10-23T12:55:50.8960000Z,2016-10-23T15:31:18.4490000Z,12.1503,12.16439,12.04333,12.05837,1324.89010842,91
2016-10-23T16:00:00.0000000Z,2016-10-23T20:00:00.0000000Z,2016-10-23T16:17:20.9300000Z,2016-10-23T19:55:33.9590000Z,12.05438,12.10396,12.04146,12.04148,639.35344622,29
2016-10-23T20:00:00.0000000Z,2016-10-24T00:00:00.0000000Z,2016-10-23T20:02:06.6510000Z,2016-10-23T23:53:47.1720000Z,12.04151,12.08782,12.02002,12.02002,1506.19689956,53
2016-10-24T00:00:00.0000000Z,2016-10-24T04:00:00.0000000Z,2016-10-24T00:35:49.9600000Z,2016-10-24T03:11:10.0850000Z,12.02002,12.09,12.02,12.08854,1343.53885401,26
2016-10-24T04:00:00.0000000Z,2016-10-24T08:00:00.0000000Z,2016-10-24T04:40:14.6010000Z,2016-10-24T07:55:21.5430000Z,12.08998,12.08998,12.02002,12.02002,662.28479854,19
2016-10-24T08:00:00.0000000Z,2016-10-24T12:00:00.0000000Z,2016-10-24T08:23:23.4880000Z,2016-10-24T11:35:01.4720000Z,12.08246,12.085,12.01861,12.01861,425.64259213,12
2016-10-24T12:00:00.0000000Z,2016-10-24T16:00:00.0000000Z,2016-10-24T12:59:38.4100000Z,2016-10-24T15:53:13.9350000Z,12.0286,12.03,11.95841,12.02,2082.43274224,62
2016-10-24T16:00:00.0000000Z,2016-10-24T20:00:00.0000000Z,2016-10-24T16:06:44.9190000Z,2016-10-24T19:19:54.7760000Z,12.01,12.01,11.9609,12.0077,817.74309235,25
2016-10-24T20:00:00.0000000Z,2016-10-25T00:00:00.0000000Z,2016-10-24T20:09:00.5150000Z,2016-10-24T23:14:25.9840000Z,11.99899,12.0,11.93462,11.975,1046.79482389,30
2016-10-25T00:00:00.0000000Z,2016-10-25T04:00:00.0000000Z,2016-10-25T00:15:21.6430000Z,2016-10-25T03:58:20.7510000Z,11.9475,11.9628,11.7643,11.8286,5037.53101951,115
2016-10-25T04:00:00.0000000Z,2016-10-25T08:00:00.0000000Z,2016-10-25T04:12:33.7510000Z,2016-10-25T07:47:38.8600000Z,11.79001,11.8211,11.6,11.68569,10163.80905073,408
2016-10-25T08:00:00.0000000Z,2016-10-25T12:00:00.0000000Z,2016-10-25T08:04:15.4270000Z,2016-10-25T11:49:29.7790000Z,11.69976,11.74078,11.6075,11.67,2340.32813978,128
2016-10-25T12:00:00.0000000Z,2016-10-25T16:00:00.0000000Z,2016-10-25T12:02:29.6930000Z,2016-10-25T15:59:43.4060000Z,11.66,11.66,11.13,11.29797,16423.56061965,432
2016-10-25T16:00:00.0000000Z,2016-10-25T20:00:00.0000000Z,2016-10-25T16:05:34.1150000Z,2016-10-25T19:52:18.1670000Z,11.29227,11.57499,11.12,11.4,4343.64414992,146
2016-10-25T20:00:00.0000000Z,2016-10-26T00:00:00.0000000Z,2016-10-25T20:10:19.2960000Z,2016-10-25T23:54:35.9520000Z,11.54758,11.72647,11.28561,11.35,9524.67669462,158
2016-10-26T00:00:00.0000000Z,2016-10-26T04:00:00.0000000Z,2016-10-26T00:05:36.1410000Z,2016-10-26T03:33:50.9110000Z,11.4534,11.5764,11.37411,11.5764,1195.79183976,52
2016-10-26T04:00:00.0000000Z,2016-10-26T08:00:00.0000000Z,2016-10-26T04:13:58.8950000Z,2016-10-26T07:47:25.2440000Z,11.5764,11.58829,11.29661,11.4805,1390.59996838,42
2016-10-26T08:00:00.0000000Z,2016-10-26T12:00:00.0000000Z,2016-10-26T08:15:15.6760000Z,2016-10-26T11:58:47.8970000Z,11.50398,11.5715,11.35811,11.5715,289.56697211,12
2016-10-26T12:00:00.0000000Z,2016-10-26T16:00:00.0000000Z,2016-10-26T12:05:08.9290000Z,2016-10-26T15:43:40.8240000Z,11.57199,11.6715,11.5299,11.6185,955.07119796,37
2016-10-26T16:00:00.0000000Z,2016-10-26T20:00:00.0000000Z,2016-10-26T16:29:09.5200000Z,2016-10-26T18:56:31.0380000Z,11.599,11.67,11.49,11.53576,2294.87156774,82
2016-10-26T20:00:00.0000000Z,2016-10-27T00:00:00.0000000Z,2016-10-26T21:25:32.8920000Z,2016-10-26T23:49:33.8310000Z,11.39254,11.51,11.39249,11.51,250.41945134,7
2016-10-27T00:00:00.0000000Z,2016-10-27T04:00:00.0000000Z,2016-10-27T00:16:04.7600000Z,2016-10-27T03:50:20.0080000Z,11.49002,11.5437,11.30638,11.38476,380.05573778,31
2016-10-27T04:00:00.0000000Z,2016-10-27T08:00:00.0000000Z,2016-10-27T04:37:45.0730000Z,2016-10-27T07:59:57.8410000Z,11.35189,11.46229,11.28157,11.29,1196.94154345,38
2016-10-27T08:00:00.0000000Z,2016-10-27T12:00:00.0000000Z,2016-10-27T08:00:01.9030000Z,2016-10-27T11:21:43.5030000Z,11.29,11.37009,11.16,11.36898,3238.20905172,93
2016-10-27T12:00:00.0000000Z,2016-10-27T16:00:00.0000000Z,2016-10-27T12:25:15.2690000Z,2016-10-27T15:35:52.8720000Z,11.37,11.56847,11.36422,11.40067,919.4702432,23
2016-10-27T16:00:00.0000000Z,2016-10-27T20:00:00.0000000Z,2016-10-27T16:24:25.0170000Z,2016-10-27T19:18:57.7320000Z,11.47003,11.47003,11.43976,11.44,212.87593,7
2016-10-27T20:00:00.0000000Z,2016-10-28T00:00:00.0000000Z,2016-10-27T20:14:13.8580000Z,2016-10-27T23:44:56.4780000Z,11.44996,11.51019,11.36089,11.5022,2653.79530581,65
2016-10-28T00:00:00.0000000Z,2016-10-28T04:00:00.0000000Z,2016-10-28T00:00:12.5650000Z,2016-10-28T03:48:29.6770000Z,11.4987,11.65579,11.4316,11.57001,2493.44229841,61
2016-10-28T04:00:00.0000000Z,2016-10-28T08:00:00.0000000Z,2016-10-28T04:04:52.1890000Z,2016-10-28T07:35:05.8860000Z,11.57001,11.57001,11.23,11.23,3581.23859472,94
2016-10-28T08:00:00.0000000Z,2016-10-28T12:00:00.0000000Z,2016-10-28T08:12:07.9930000Z,2016-10-28T11:52:38.4560000Z,11.23837,11.38997,11.2027,11.23127,1696.55372355,78
2016-10-28T12:00:00.0000000Z,2016-10-28T16:00:00.0000000Z,2016-10-28T12:02:57.5840000Z,2016-10-28T15:51:35.0440000Z,11.23112,11.35179,11.16958,11.23578,4330.32014535,94
2016-10-28T16:00:00.0000000Z,2016-10-28T20:00:00.0000000Z,2016-10-28T16:41:17.9080000Z,2016-10-28T19:54:13.7280000Z,11.20479,11.28479,10.91054,10.91418,7397.70763939,208
2016-10-28T20:00:00.0000000Z,2016-10-29T00:00:00.0000000Z,2016-10-28T20:00:38.6200000Z,2016-10-28T23:51:08.5470000Z,10.91473,11.14655,10.91463,11.10812,6370.6683674,138
2016-10-29T00:00:00.0000000Z,2016-10-29T04:00:00.0000000Z,2016-10-29T00:04:08.9080000Z,2016-10-29T03:42:06.9900000Z,11.1,11.1893,11.05,11.0766,7513.50802456,154
2016-10-29T04:00:00.0000000Z,2016-10-29T08:00:00.0000000Z,2016-10-29T04:14:00.8040000Z,2016-10-29T07:57:56.6800000Z,11.17984,11.18669,11.08297,11.1579,1276.13074354,97
2016-10-29T08:00:00.0000000Z,2016-10-29T12:00:00.0000000Z,2016-10-29T08:04:53.8610000Z,2016-10-29T11:54:55.7030000Z,11.07947,11.16229,10.74001,10.75612,8194.04073496,212
2016-10-29T12:00:00.0000000Z,2016-10-29T16:00:00.0000000Z,2016-10-29T12:19:22.2370000Z,2016-10-29T15:54:17.3650000Z,10.75794,10.76696,9.23786,10.09135,36088.7062883,787
2016-10-29T16:00:00.0000000Z,2016-10-29T20:00:00.0000000Z,2016-10-29T16:01:36.9220000Z,2016-10-29T19:50:09.0010000Z,10.16555,10.7183,10.14922,10.42239,13484.3402843,324
2016-10-29T20:00:00.0000000Z,2016-10-30T00:00:00.0000000Z,2016-10-29T20:04:05.5670000Z,2016-10-29T23:58:52.3700000Z,10.3824,10.43,10.08,10.42966,4043.42494074,211
2016-10-30T00:00:00.0000000Z,2016-10-30T04:00:00.0000000Z,2016-10-30T00:00:17.3460000Z,2016-10-30T03:52:42.7380000Z,10.3361,10.6563,10.32438,10.5,1748.47997286,102
2016-10-30T04:00:00.0000000Z,2016-10-30T08:00:00.0000000Z,2016-10-30T04:03:18.5550000Z,2016-10-30T07:58:36.3900000Z,10.5,10.5,10.38955,10.38955,1418.80868347,79
2016-10-30T08:00:00.0000000Z,2016-10-30T12:00:00.0000000Z,2016-10-30T08:03:45.8990000Z,2016-10-30T11:58:20.8180000Z,10.37699,10.41849,10.20921,10.36658,622.0568707,60
2016-10-30T12:00:00.0000000Z,2016-10-30T16:00:00.0000000Z,2016-10-30T12:06:34.7140000Z,2016-10-30T15:53:56.3530000Z,10.3573,11.19998,10.295,11.0,6292.36499205,211
2016-10-30T16:00:00.0000000Z,2016-10-30T20:00:00.0000000Z,2016-10-30T16:02:38.3850000Z,2016-10-30T19:53:27.4140000Z,10.88886,11.2417,10.8331,11.0787,8169.89297836,277
2016-10-30T20:00:00.0000000Z,2016-10-31T00:00:00.0000000Z,2016-10-30T20:16:56.7710000Z,2016-10-30T23:53:37.7110000Z,11.16241,11.4195,11.14812,11.26309,5919.35446547,274
2016-10-31T00:00:00.0000000Z,2016-10-31T04:00:00.0000000Z,2016-10-31T00:03:27.6130000Z,2016-10-31T03:55:44.8680000Z,11.20768,12.0,11.029,11.3863,9538.78972556,172
2016-10-31T04:00:00.0000000Z,2016-10-31T08:00:00.0000000Z,2016-10-31T04:13:35.9790000Z,2016-10-31T07:46:11.0380000Z,11.35037,11.38128,11.13266,11.3597,1948.3441324,71
2016-10-31T08:00:00.0000000Z,2016-10-31T12:00:00.0000000Z,2016-10-31T08:39:23.4370000Z,2016-10-31T11:58:17.8820000Z,11.2446,11.3621,11.1602,11.3621,1803.50529522,91
2016-10-31T12:00:00.0000000Z,2016-10-31T16:00:00.0000000Z,2016-10-31T12:07:03.2080000Z,2016-10-31T15:58:45.6250000Z,11.3788,11.71346,11.02881,11.12119,12755.23657705,200
2016-10-31T16:00:00.0000000Z,2016-10-31T20:00:00.0000000Z,2016-10-31T16:05:35.3770000Z,2016-10-31T19:41:56.1760000Z,11.20646,11.2129,10.95636,10.95636,3359.24127072,122
2016-10-31T20:00:00.0000000Z,2016-11-01T00:00:00.0000000Z,2016-10-31T20:16:46.3410000Z,2016-10-31T23:26:37.6880000Z,10.96609,11.10809,10.9,10.90001,3114.80968221,125
2016-11-01T00:00:00.0000000Z,2016-11-01T04:00:00.0000000Z,2016-11-01T00:51:07.9860000Z,2016-11-01T03:58:20.5770000Z,10.90002,11.00297,10.7,10.7,3889.32023564,98
2016-11-01T04:00:00.0000000Z,2016-11-01T08:00:00.0000000Z,2016-11-01T04:00:14.7310000Z,2016-11-01T07:30:07.2440000Z,10.70008,10.93744,10.66267,10.77219,3314.74458892,137
2016-11-01T08:00:00.0000000Z,2016-11-01T12:00:00.0000000Z,2016-11-01T08:01:52.8670000Z,2016-11-01T11:49:41.8650000Z,10.7552,10.7552,10.4,10.4,6936.63060637,238
2016-11-01T12:00:00.0000000Z,2016-11-01T16:00:00.0000000Z,2016-11-01T12:02:03.4970000Z,2016-11-01T15:57:21.0100000Z,10.53032,11.0327,10.38591,10.9401,3772.33804065,154
2016-11-01T16:00:00.0000000Z,2016-11-01T20:00:00.0000000Z,2016-11-01T16:20:43.7180000Z,2016-11-01T19:56:40.5390000Z,10.97858,11.0,10.37431,10.78,7976.73048638,294
2016-11-01T20:00:00.0000000Z,2016-11-02T00:00:00.0000000Z,2016-11-01T20:02:23.5780000Z,2016-11-01T23:22:45.2170000Z,10.81579,11.17359,10.45811,10.7724,18024.66266247,361
2016-11-02T00:00:00.0000000Z,2016-11-02T04:00:00.0000000Z,2016-11-02T00:17:05.7070000Z,2016-11-02T03:43:17.4740000Z,10.77,11.14209,10.75647,10.9588,3134.228141,196
2016-11-02T04:00:00.0000000Z,2016-11-02T08:00:00.0000000Z,2016-11-02T04:02:23.4870000Z,2016-11-02T07:53:11.2750000Z,10.93459,11.07119,10.86723,10.86725,3178.57611214,116
2016-11-02T08:00:00.0000000Z,2016-11-02T12:00:00.0000000Z,2016-11-02T08:12:55.7090000Z,2016-11-02T11:21:06.5180000Z,10.92208,11.06,10.92208,10.95027,1514.28005064,67
2016-11-02T12:00:00.0000000Z,2016-11-02T16:00:00.0000000Z,2016-11-02T12:08:42.5050000Z,2016-11-02T15:46:37.2210000Z,10.97411,11.19603,10.95557,11.08254,13358.55693234,219
2016-11-02T16:00:00.0000000Z,2016-11-02T20:00:00.0000000Z,2016-11-02T16:12:47.0030000Z,2016-11-02T19:57:40.7070000Z,11.11077,11.11078,10.75742,10.9006,9335.03823909,182
2016-11-02T20:00:00.0000000Z,2016-11-03T00:00:00.0000000Z,2016-11-02T20:01:33.6640000Z,2016-11-02T23:56:26.5090000Z,10.9006,10.9353,10.70167,10.84707,6331.37611314,184
2016-11-03T00:00:00.0000000Z,2016-11-03T04:00:00.0000000Z,2016-11-03T00:00:32.3750000Z,2016-11-03T03:56:48.5350000Z,10.83455,10.9353,10.81162,10.89279,615.17997972,44
2016-11-03T04:00:00.0000000Z,2016-11-03T08:00:00.0000000Z,2016-11-03T04:04:34.2510000Z,2016-11-03T07:58:58.4750000Z,10.8328,10.9831,10.72591,10.96,8107.8627655,150
2016-11-03T08:00:00.0000000Z,2016-11-03T12:00:00.0000000Z,2016-11-03T08:22:01.1430000Z,2016-11-03T11:59:50.7690000Z,10.96016,11.0256,10.96,11.00003,623.67434901,42
2016-11-03T12:00:00.0000000Z,2016-11-03T16:00:00.0000000Z,2016-11-03T12:05:13.7660000Z,2016-11-03T15:56:33.3580000Z,11.00007,11.14997,10.91,11.00006,7641.2215948,343
2016-11-03T16:00:00.0000000Z,2016-11-03T20:00:00.0000000Z,2016-11-03T16:00:32.6110000Z,2016-11-03T19:54:46.1480000Z,11.05829,11.1482,10.90001,10.99208,8331.47805691,310
2016-11-03T20:00:00.0000000Z,2016-11-04T00:00:00.0000000Z,2016-11-03T20:08:03.2640000Z,2016-11-03T23:38:51.8820000Z,10.9017,11.03112,10.7,10.91529,5022.8311444,214
2016-11-04T00:00:00.0000000Z,2016-11-04T04:00:00.0000000Z,2016-11-04T00:00:36.0430000Z,2016-11-04T03:57:35.3360000Z,10.8942,10.95,10.8246,10.9498,3580.4509764,83
2016-11-04T04:00:00.0000000Z,2016-11-04T08:00:00.0000000Z,2016-11-04T04:05:28.7230000Z,2016-11-04T07:59:59.0520000Z,10.94128,11.08475,10.88404,11.08475,2390.07069939,147
2016-11-04T08:00:00.0000000Z,2016-11-04T12:00:00.0000000Z,2016-11-04T08:01:03.1320000Z,2016-11-04T11:59:13.0250000Z,11.02761,11.22778,10.9436,10.99813,3467.63861956,71
2016-11-04T12:00:00.0000000Z,2016-11-04T16:00:00.0000000Z,2016-11-04T12:04:46.2100000Z,2016-11-04T15:51:13.0380000Z,10.95076,11.01814,10.92,10.921,1088.29192248,83
2016-11-04T16:00:00.0000000Z,2016-11-04T20:00:00.0000000Z,2016-11-04T16:11:34.1280000Z,2016-11-04T19:55:15.0190000Z,10.94511,11.06298,10.89,10.99557,1953.44051249,70
2016-11-04T20:00:00.0000000Z,2016-11-05T00:00:00.0000000Z,2016-11-04T20:12:27.5500000Z,2016-11-04T23:50:41.5430000Z,11.063,11.18019,11.0014,11.13347,2975.56873886,97
2016-11-05T00:00:00.0000000Z,2016-11-05T04:00:00.0000000Z,2016-11-05T00:18:01.5620000Z,2016-11-05T03:58:36.7940000Z,11.19808,11.247,11.04191,11.04191,1082.8370314,44
2016-11-05T04:00:00.0000000Z,2016-11-05T08:00:00.0000000Z,2016-11-05T04:00:05.1830000Z,2016-11-05T07:49:40.3210000Z,11.0419,11.1,10.99971,11.04649,1163.69089527,47
2016-11-05T08:00:00.0000000Z,2016-11-05T12:00:00.0000000Z,2016-11-05T08:16:06.7060000Z,2016-11-05T11:56:22.8740000Z,11.0067,11.12299,11.0067,11.05756,1408.75220289,70
2016-11-05T12:00:00.0000000Z,2016-11-05T16:00:00.0000000Z,2016-11-05T12:04:10.0340000Z,2016-11-05T15:56:17.0620000Z,11.05755,11.2023,11.0575,11.09662,1310.98888277,81
2016-11-05T16:00:00.0000000Z,2016-11-05T20:00:00.0000000Z,2016-11-05T16:01:07.5640000Z,2016-11-05T19:38:47.5680000Z,11.16328,11.1634,11.09109,11.0913,439.17785735,48
2016-11-05T20:00:00.0000000Z,2016-11-06T00:00:00.0000000Z,2016-11-05T20:00:52.0100000Z,2016-11-05T23:49:55.4370000Z,11.17885,11.17885,11.0775,11.0775,503.9088964,24
2016-11-06T00:00:00.0000000Z,2016-11-06T04:00:00.0000000Z,2016-11-06T00:11:20.9490000Z,2016-11-06T03:51:15.4160000Z,11.07785,11.22987,11.07752,11.13635,322.33722376,44
2016-11-06T04:00:00.0000000Z,2016-11-06T08:00:00.0000000Z,2016-11-06T04:11:12.1510000Z,2016-11-06T07:57:06.8690000Z,11.17701,11.21899,11.07901,11.07902,692.94175391,60
2016-11-06T08:00:00.0000000Z,2016-11-06T12:00:00.0000000Z,2016-11-06T08:01:14.5790000Z,2016-11-06T11:51:35.7170000Z,11.07904,11.19725,11.00664,11.06745,2782.62899618,122
2016-11-06T12:00:00.0000000Z,2016-11-06T16:00:00.0000000Z,2016-11-06T12:18:51.9990000Z,2016-11-06T15:53:25.3500000Z,11.00664,11.06989,10.97,10.99985,3542.63269689,139
2016-11-06T16:00:00.0000000Z,2016-11-06T20:00:00.0000000Z,2016-11-06T16:04:17.1660000Z,2016-11-06T19:57:08.6910000Z,10.9997,11.0098,10.94,10.94,457.59761988,51
2016-11-06T20:00:00.0000000Z,2016-11-07T00:00:00.0000000Z,2016-11-06T20:00:15.9830000Z,2016-11-06T23:52:44.8740000Z,10.94,11.0499,10.94,10.951,1552.62706247,49
2016-11-07T00:00:00.0000000Z,2016-11-07T04:00:00.0000000Z,2016-11-07T00:00:17.7190000Z,2016-11-07T03:52:51.9910000Z,10.951,10.96501,10.91,10.96501,572.42988675,46
2016-11-07T04:00:00.0000000Z,2016-11-07T08:00:00.0000000Z,2016-11-07T04:22:59.4470000Z,2016-11-07T07:58:02.9110000Z,10.965,11.01239,10.91001,10.93001,2720.36200406,78
2016-11-07T08:00:00.0000000Z,2016-11-07T12:00:00.0000000Z,2016-11-07T08:07:00.8440000Z,2016-11-07T11:21:06.1320000Z,10.93001,10.95725,10.81547,10.9,2504.81063704,122
2016-11-07T12:00:00.0000000Z,2016-11-07T16:00:00.0000000Z,2016-11-07T12:02:17.7730000Z,2016-11-07T15:58:20.1900000Z,10.90008,11.00154,10.89111,10.90001,2731.35605361,121
2016-11-07T16:00:00.0000000Z,2016-11-07T20:00:00.0000000Z,2016-11-07T16:00:26.1460000Z,2016-11-07T19:56:08.3660000Z,10.90007,11.0574,10.9,10.90937,2795.0636134,70
2016-11-07T20:00:00.0000000Z,2016-11-08T00:00:00.0000000Z,2016-11-07T20:06:17.1100000Z,2016-11-07T23:58:41.7410000Z,10.90919,10.94965,10.88468,10.88468,3543.47037468,48
2016-11-08T00:00:00.0000000Z,2016-11-08T04:00:00.0000000Z,2016-11-08T00:00:44.8160000Z,2016-11-08T03:58:21.3200000Z,10.88468,10.95,10.86115,10.94968,11512.93759595,147
2016-11-08T04:00:00.0000000Z,2016-11-08T08:00:00.0000000Z,2016-11-08T04:18:21.8820000Z,2016-11-08T07:43:29.3070000Z,10.95,11.04028,10.87531,10.8999,1906.85702699,65
2016-11-08T08:00:00.0000000Z,2016-11-08T12:00:00.0000000Z,2016-11-08T09:03:48.8420000Z,2016-11-08T11:50:17.0170000Z,10.89989,10.9,10.862,10.862,167.40904105,18
2016-11-08T12:00:00.0000000Z,2016-11-08T16:00:00.0000000Z,2016-11-08T12:07:29.9020000Z,2016-11-08T15:50:25.5470000Z,10.862,10.9,10.8,10.80001,1879.20899999,115
2016-11-08T16:00:00.0000000Z,2016-11-08T20:00:00.0000000Z,2016-11-08T16:00:52.7350000Z,2016-11-08T19:52:41.4520000Z,10.80004,10.97019,10.80004,10.97019,4315.22721966,107
